num_ticket,fecha,asunto,usuario,prioridad,departamento,tipo,fuente,estado_actual,atraso,contesta,agente,equipo,lider,srn,correcciones,prevenciones,prioridad_corregida,prioridad_final
696536,11/7/2022 12:16,No se puede acceder a la instancia de desarrollo,vrodriguez,Baja,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Abierto,1,1,rmorillo,Equipo de AWS,,,,,Baja,Baja
696531,11/7/2022 15:23,Contenido faltante en la tabla,amorales,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,1,1,nenriquez,Equipo de AWS,,,,,Normal,Normal
695559,11/7/2022 16:28,Boleto de prueba,dlopez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de mesa de ayuda,,,,,Normal,Normal
695271,11/8/2022 14:40,Solicitar almacenamiento adicional,cmartinez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,1,1,msandoval,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
111350,11/9/2022 12:04,Solicitud de acceso público,vgomez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
695402,11/9/2022 14:43,Formato de fecha de prueba JDE,arodriguez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,1,0,nenriquez,Equipo de mesa de ayuda,,,,,Normal,Normal
696561,11/9/2022 15:33,Página de error en la interfaz de la hoja de cálculo BEE,jramirez,Alta,Departamento Técnico Interno,Pedido,Web,Abierto,0,0,mjacome,Equipo de hardware,,,,,Alta,Alta
696145,11/10/2022 11:24,No se puede iniciar el servidor de aplicaciones,dgomez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,1,0,msandoval,Equipo de soporte de JDE,,,,,Normal,Normal
695819,11/10/2022 13:32,Saldo vencido publicado en el Centro de Estudiantes,dfernandez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,1,1,nenriquez,Equipo de red,,,,,Normal,Normal
694975,11/11/2022 10:33,Unidades de demostración para extracción,dvargas,Normal,Departamento Técnico Interno,Pedido,Web,Abierto,0,1,spaez,Equipo de red,,,,,Normal,Normal
695390,11/11/2022 11:37,DISPOSITIVO PALO ALTO SIN LUCES EN LOS PUERTOS LAN,crodriguez,Urgente,Departamento Técnico Interno,Pedido,Correo electrónico,Resuelto,1,0,spaez,Equipo de red,,,,,Urgente,Urgente
695684,11/11/2022 11:41,La computadora portátil ha estado experimentando más fallas,crodriguez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,1,1,spaez,Equipo de Workday,,,,,Normal,Normal
696278,11/11/2022 14:26,[SAP] Término Activar un Estudiante,dramirez,Alta,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,0,mjacome,BPM - Equipo de soporte de ProcessMaker,,,,,Alta,Alta
695891,11/11/2022 16:28,Instancia de desarrollo | Problema de vista de registro,afernandez,Alta,Departamento Técnico Interno,Pedido,Web,Abierto,0,1,mjacome,Equipo de Workday,,,,,Alta,Alta
695866,11/14/2022 12:56,Problema de valoración,smartinez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Resuelto,0,1,rmorillo,Equipo de Workday,,,,,Normal,Normal
696684,11/14/2022 14:04,No se puede imprimir el Certificado de Servicio aprobado,mvargas,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Resuelto,0,1,rmorillo,Equipo de soporte de JDE,,,,,Alta,Alta
696395,11/14/2022 14:28,Actualización de la base de datos de desarrollo a partir de los datos de producción,mrodriguez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,1,0,jsarango,Equipo de mesa de ayuda,,,,,Normal,Normal
695977,11/14/2022 14:44,Duplicados de Asunto en EOR.,cmartinez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,0,0,rmorillo,Equipo de hardware,,,,,Normal,Normal
695565,11/14/2022 15:11,Duración de la ausencia,alopez,Urgente,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,0,0,spaez,Equipo de soporte de JDE,,,,,Urgente,Urgente
696298,11/14/2022 15:53,Error de aprobación de DV,smartinez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,1,1,nenriquez,Equipo de soporte de SAP,,,,,Normal,Normal
111176,11/15/2022 9:30,Solicitud concurrente colgada: Año presupuestario abierto,vrodriguez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
695662,11/15/2022 11:02,JDE PROD - Página de error (03 de mayo de 2019),sgomez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,1,0,nenriquez,Equipo de Workday,,,,,Normal,Normal
696151,11/15/2022 15:03,SOLICITUD REVISIÓN IMPRESORA LANIER MP 501 IP 172.18.8.6,cperez,Baja,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Resuelto,1,0,msandoval,Equipo de AWS,,,,,,Baja
695108,11/16/2022 15:28,No se pueden eliminar registros duplicados de 3 empleados,dmorales,Normal,Departamento Técnico Interno,Pedido,Web,Resuelto,1,1,rmorillo,Equipo de Salesforce,,,,,Normal,Normal
111579,11/17/2022 11:00,Informe del SPMS,lmartinez,Baja,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,0,1,msandoval,Equipo de soporte de JDE,,,,,Baja,Baja
111473,11/17/2022 13:17,Aprobación - Información personal (Detalles básicos),alopez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
111338,11/18/2022 8:34,PROD: Valor cero en el resultado de la ejecución de nómina,afernandez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
111634,11/18/2022 10:45,"1900 correos electrónicos del flujo de trabajo de JDE, notificación del 22/02/2021",vrodriguez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,0,1,rmorillo,Equipo de soporte de JDE,,,,,Normal,Normal
696216,11/18/2022 11:54,Adjuntar/Vincular un grupo de aprobadores a una regla,jrodriguez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,0,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
696297,11/18/2022 12:28,No se puede adjuntar el archivo XML de actualización en Data Def,dramirez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,1,1,spaez,Equipo de soporte de SAP,,,,,Normal,Normal
695792,11/18/2022 12:36,Acceso a bases de datos,jvargas,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,1,0,spaez,Equipo de AWS,,,,,Normal,Normal
695520,11/18/2022 12:37,Error de aprobación de DV,vmartinez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,0,1,rmorillo,Equipo de soporte de SAP,,,,,Normal,Normal
696232,11/18/2022 13:25,Analizador Técnico de RRHH en TEST,mmartinez,Urgente,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,0,1,nenriquez,Equipo de red,,,,,Urgente,Urgente
695914,11/18/2022 16:17,Detalles de conexión de la instancia,vvargas,Baja,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,0,0,rmorillo,Equipo de soporte de JDE,,,,,Baja,Baja
696571,11/21/2022 8:09,Error de comunicación con el cliente SQL (sistema HRIS),jgomez,Normal,Departamento Técnico Interno,Pedido,Correo electrónico,Resuelto,1,0,spaez,Equipo de hardware,,,,,Normal,Normal
696384,11/21/2022 10:30,Error al presentar Autorización para Rellenar,jperez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,0,1,jsarango,Equipo de hardware,,,,,Normal,Normal
695532,11/21/2022 12:23,JDE PROD - Retirar/Cancelar una ER aprobada,jvargas,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,1,msandoval,Equipo de Salesforce,,,,,Normal,Normal
695515,11/21/2022 13:39,No se puede acceder al CS 9.2,ccastro,Alta,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Resuelto,1,1,rmorillo,Equipo de mesa de ayuda,,,,,Alta,Alta
695447,11/22/2022 12:58,El estudiante no aparece en la lista de clases,jvargas,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,1,0,spaez,Equipo de Workday,,,,,Normal,Normal
695817,11/22/2022 16:28,No se puede conectar a la base de datos de CS 9.2 desde Win 10,mmorales,Normal,Departamento Técnico Interno,Pedido,Web,Resuelto,0,0,nenriquez,Equipo de red,,,,,Normal,Normal
696657,11/23/2022 9:25,Actualización correos,cvargas,Alta,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,0,1,mjacome,Equipo de Salesforce,,,,,,Baja
696081,11/23/2022 10:48,[AYUDA] Actualizar Process Maker,ccastro,Baja,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,1,1,msandoval,Equipo de AWS,,,,,Baja,Baja
695590,11/23/2022 10:50,Eliminar la autenticación,vramirez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,1,msandoval,Equipo de mesa de ayuda,,,,,Normal,Normal
695446,11/25/2022 9:35,No se puede conectar a la base de datos de CS 9.2 desde Win 10,cmartinez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Resuelto,1,1,mjacome,Equipo de soporte de SAP,,,,,Normal,Normal
695986,11/25/2022 13:53,Error al mostrar en módulo diferente,cmartinez,Urgente,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,1,1,msandoval,Equipo de Workday,,,,,Urgente,Urgente
695890,11/25/2022 14:27,Eliminar la autenticación,dperez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Resuelto,0,0,mjacome,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
695268,11/28/2022 8:34,Ningún estudiante inscrito en la clase.,vmartinez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,1,0,rmorillo,Equipo de mesa de ayuda,,,,,Normal,Normal
111650,11/28/2022 9:47,Problema con la hoja de cálculo BEE,cvargas,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Resuelto,0,1,spaez,Equipo de soporte de JDE,,,,,Normal,Normal
696068,11/28/2022 15:47,El cajero no puede usar la búsqueda en SAP (UPCEB),cmartinez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,1,0,mjacome,Equipo de Workday,,,,,Normal,Normal
695338,11/29/2022 9:15,Error al abrir el subprograma Java,mgomez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Resuelto,0,0,rmorillo,Equipo de soporte de SAP,,,,,Normal,Normal
694888,12/1/2022 10:52,Reparación de batería de portátil,vrodriguez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Resuelto,0,1,spaez,Equipo de soporte de JDE,,,,,Normal,Normal
696040,12/2/2022 8:41,Error en la aplicación de la licencia,vrodriguez,Baja,Departamento Técnico Interno,Pedido,Web,Abierto,1,1,rmorillo,Equipo de AWS,,,,,Baja,Baja
696580,12/2/2022 10:06,Error al finalizar la inscripción,jramirez,Urgente,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,0,1,nenriquez,Equipo de red,,,,,Urgente,Urgente
696431,12/2/2022 10:07,Tiempo de inactividad de JDE (billete posterior a la emisión),scastro,Normal,Departamento Técnico Interno,Pedido,Web,Cerrado,0,0,jsarango,Equipo de AWS,,,,,Normal,Normal
695208,12/2/2022 12:03,SAP no es accesible,lperez,Urgente,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,0,1,jsarango,Equipo de soporte de SAP,,,,,Urgente,Urgente
696098,12/2/2022 12:29,ERROR 504 TIEMPO DE ESPERA DE LA PUERTA DE ENLACE OTRA VEZ,lmartinez,Urgente,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,1,1,jsarango,Equipo de mesa de ayuda,,,,,Urgente,Urgente
111398,12/2/2022 13:17,Tiempos de espera para la aprobación de órdenes de compra,dcastro,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
695805,12/2/2022 14:30,SOLICITUD DE CONFIGURACIÓN DE PANTALLA,sgomez,Baja,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,0,rmorillo,BPM - Equipo de soporte de ProcessMaker,,,,,,Baja
695584,12/5/2022 9:23,prueba,vfernandez,Normal,Departamento Técnico Interno,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Baja,Baja
111622,12/5/2022 10:03,No se puede adjuntar el archivo XML de actualización en Data Def,vmartinez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Resuelto,1,0,rmorillo,Equipo de soporte de JDE,,,,,Normal,Normal
695103,12/5/2022 13:51,Analizador de personas,avargas,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,1,0,rmorillo,Equipo de Workday,,,,,Normal,Normal
111155,12/5/2022 14:17,Error al presentar Autorización para Rellenar,cvargas,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
111518,12/6/2022 13:23,Error en mi tabla ReqJDEition,crodriguez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
696516,12/7/2022 9:27,Error en mi tabla ReqJDEition,cmorales,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,0,1,msandoval,Equipo de soporte de SAP,,,,,Normal,Normal
695054,12/8/2022 11:34,"PROD: Campos en gris, no se pueden ingresar datos",dfernandez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,0,0,rmorillo,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
111590,12/9/2022 8:42,SPMS - Página del aprobador,lperez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Alta,Alta
696598,12/9/2022 12:20,NO PUEDO INICIAR SESIÓN EN SAP,cmorales,Urgente,Departamento de soporte de SAP JDE,Pedido,Web,Abierto,1,1,spaez,Equipo de AWS,,,,,Urgente,Urgente
695649,12/9/2022 14:59,Problema del período contable de cierre de cuentas por pagar,mvargas,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,1,1,mjacome,Equipo de Workday,,,,,Normal,Normal
111501,12/12/2022 8:39,Autoservicio - Información legislativa,cmorales,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Alta,Alta
695991,12/12/2022 10:02,No puedo iniciar sesión en la cuenta de usuario,cfernandez,Alta,Departamento Técnico Interno,Incidente / Problema,Web,Resuelto,0,0,spaez,Equipo de Salesforce,,,,,Alta,Alta
695121,12/12/2022 10:49,Contraseña de VPN,smartinez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Abierto,0,1,mjacome,Equipo de mesa de ayuda,,,,,Normal,Normal
696005,12/12/2022 13:13,Cambio de nombre en JDE mediante personalización de página,ccastro,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,0,1,msandoval,Equipo de Workday,,,,,Normal,Normal
695388,12/12/2022 13:18,Error de finalización del etiquetado,svargas,Baja,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,1,0,spaez,Equipo de soporte de JDE,,,,,Baja,Baja
111564,12/13/2022 13:04,Error de inicio de sesión,lgomez,Urgente,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,nenriquez,Equipo de soporte de SAP,,,,,Urgente,Urgente
111292,12/14/2022 9:02,Actualizar la página de destino,lvargas,Alta,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Alta,Alta
695812,12/14/2022 9:05,Configuración de avisos de remesas independientes,lmorales,Baja,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Resuelto,0,0,spaez,Equipo de Workday,,,,,Baja,Baja
111111,12/14/2022 12:46,Preparación para la actualización 9.2,dfernandez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Cerrado,0,1,nenriquez,Equipo de soporte de SAP,,,,,Normal,Normal
111394,12/15/2022 8:28,No se obtuvieron resultados de búsqueda en CS 9.2,mramirez,Baja,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Baja,Baja
111180,12/16/2022 9:34,[OAF] Ruta $Custom_TOP,lgomez,Alta,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Alta,Alta
695331,12/16/2022 10:08,Modificar el tipo de posición (lista de valores),vramirez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Abierto,0,1,nenriquez,Equipo de Workday,,,,,Normal,Normal
695091,12/16/2022 11:40,Diario de publicación de desaceleración de JDE PROD,acastro,Normal,Departamento Técnico Interno,Pedido,Web,Cerrado,1,1,jsarango,Equipo de red,,,,,Normal,Normal
694864,12/16/2022 11:54,PRUEBA JDE: Error en el subprograma de Java,amorales,Alta,Departamento Técnico Interno,Pedido,Correo electrónico,Resuelto,0,0,nenriquez,Equipo de red,,,,,Alta,Alta
696147,12/16/2022 15:07,No se puede acceder a JDE-SIT en MAC,dfernandez,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,1,0,mjacome,Equipo de red,,,,,Normal,Normal
695274,12/19/2022 9:32,Tiempo de inactividad de JDE (billete posterior a la emisión),jlopez,Normal,Departamento Técnico Interno,Pedido,Web,Cerrado,0,0,nenriquez,Equipo de red,,,,,Normal,Normal
111641,12/19/2022 15:35,Saldo vencido publicado en el Centro de Estudiantes,lrodriguez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Resuelto,0,0,spaez,Equipo de soporte de SAP,,,,,Normal,Normal
695098,12/20/2022 8:14,Error al cargar la lista de posiciones en la autorización para viajar,acastro,Urgente,Departamento Técnico Interno,Pedido,Web,Abierto,1,1,nenriquez,Equipo de AWS,,,,,Urgente,Urgente
111557,12/20/2022 8:26,Eliminación de datos NID en el módulo Agregar/Actualizar una persona,vfernandez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
696122,12/21/2022 10:41,Instancia DEV,cvargas,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,0,0,jsarango,Equipo de Workday,,,,,Normal,Normal
111308,12/21/2022 15:33,Ralentización de la instancia de prueba de JDE,dgomez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
695720,12/23/2022 8:21,Política Institucional ARCH 2025,aramirez,Urgente,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,1,1,nenriquez,Equipo de mesa de ayuda,,,,,,Normal
111281,12/23/2022 10:27,Desaceleración de la producción de SAP (2 de agosto de 2019),ccastro,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de SAP,,,,,Alta,Alta
695445,12/23/2022 12:36,Problema de inactividad de producción de SAP - 21 y 22 de noviembre,vmartinez,Urgente,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,0,0,msandoval,Equipo de soporte de JDE,,,,,Urgente,Urgente
111252,12/23/2022 13:23,error multiinquilino,aperez,Alta,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,0,1,nenriquez,Equipo de mesa de ayuda,,,,,Alta,Alta
696366,12/23/2022 15:19,Autorización para descargar documentos QUIPUX,dperez,Urgente,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Cerrado,1,1,nenriquez,Equipo de soporte de SAP,,,,,,Normal
695318,12/23/2022 16:19,Puertos abiertos para la conexión de datos FTP,smartinez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Resuelto,1,0,nenriquez,Equipo de Workday,,,,,Normal,Normal
696434,12/26/2022 8:21,Configuración de avisos de remesas independientes,aramirez,Baja,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,1,1,msandoval,BPM - Equipo de soporte de ProcessMaker,,,,,Baja,Baja
696343,12/26/2022 10:13,Error de producción de JDE al pagar un DV,jgomez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Resuelto,0,0,msandoval,Equipo de AWS,,,,,Normal,Normal
695430,12/26/2022 16:28,Error de proceso por lotes,cperez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Resuelto,0,0,jsarango,Equipo de mesa de ayuda,,,,,Normal,Normal
696228,12/27/2022 8:52,Mensaje de error al hacer clic en la responsabilidad,dvargas,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Resuelto,0,1,mjacome,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
695504,12/27/2022 11:34,[OAF] Ruta $Custom_TOP,aramirez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Resuelto,0,0,jsarango,Equipo de AWS,,,,,Alta,Alta
111386,12/28/2022 11:48,PROD: Fecha de inicio más reciente correcta del empleado,mperez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
695963,12/28/2022 12:47,Error: No se puede acceder al sitio,sramirez,Normal,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Abierto,1,1,rmorillo,Equipo de hardware,,,,,Normal,Normal
695291,12/28/2022 16:14,REGISTRO Informe de evaluación de necesidad de reemplazo de computadoras,aperez,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Abierto,1,0,jsarango,Equipo de AWS,,,,,,Alta
695964,12/30/2022 8:24,Página de error de JDE después de la actividad de producción,vcastro,Baja,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Abierto,1,0,rmorillo,Equipo de hardware,,,,,Baja,Baja
694964,12/30/2022 8:39,Actualización firma electronica,dmorales,Alta,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,0,1,spaez,Equipo de Salesforce,,,,,,Alta
695042,12/30/2022 13:07,Autoservicio - Información legislativa,lgomez,Alta,Departamento Técnico Interno,Pedido,Correo electrónico,Abierto,0,0,msandoval,Equipo de soporte de JDE,,,,,Alta,Alta
111390,12/30/2022 13:58,Informe de gastos bloqueado en el proceso de aprobación de AME,vcastro,Alta,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Alta,Alta
695837,12/30/2022 14:12,Servicio restringido de PeopleSoft,mlopez,Alta,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Cerrado,0,0,spaez,Equipo de soporte de JDE,,,,,Alta,Alta
695548,12/30/2022 15:32,Carga lenta de SAP 10 de enero de 2020,cfernandez,Alta,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,0,1,rmorillo,BPM - Equipo de soporte de ProcessMaker,,,,,Alta,Alta
694837,1/2/2023 10:07,03/12/2020 11:37 a. m. Problema ODSM,mperez,Alta,Departamento Técnico Interno,Incidente / Problema,Web,Cerrado,1,1,msandoval,Equipo de red,,,,,Alta,Alta
695936,1/2/2023 10:18,"PROD: Campos en gris, no se pueden ingresar datos",cperez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,0,0,nenriquez,Equipo de soporte de SAP,,,,,Normal,Normal
695597,1/2/2023 10:47,"Añadir el menú ""Gestión de ausencias""",sfernandez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Resuelto,0,0,spaez,Equipo de AWS,,,,,Normal,Normal
695123,1/2/2023 13:22,Autoridad para subsanar errores,lmorales,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Abierto,1,0,spaez,Equipo de red,,,,,Normal,Normal
696054,1/2/2023 13:40,Solicitar almacenamiento adicional,mfernandez,Normal,Departamento Técnico Interno,Pedido,Web,Abierto,0,1,mjacome,Equipo de AWS,,,,,Normal,Normal
696425,1/2/2023 15:21,Compatibilidad de Windows 10 en Palo Alto,vlopez,Normal,Departamento de soporte de SAP JDE,Pedido,Web,Resuelto,0,0,msandoval,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
695008,1/3/2023 10:11,Instancia de prueba JDE: criterios de búsqueda de notificaciones,vrodriguez,Normal,Departamento Técnico Interno,Pedido,Correo electrónico,Cerrado,1,0,mjacome,Equipo de hardware,,,,,Normal,Normal
111214,1/4/2023 10:49,JDE PROD - Problema de aprobación del informe de gastos,smartinez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
111315,1/4/2023 11:30,Problema de aprobación de JDE Prod DV,lramirez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Normal,Normal
696686,1/4/2023 14:36,Saldo vencido publicado en el Centro de Estudiantes,arodriguez,Normal,Departamento Técnico Interno,Pedido,Correo electrónico,Abierto,1,1,msandoval,BPM - Equipo de soporte de ProcessMaker,,,,,Normal,Normal
696086,1/5/2023 8:56,Error en el acceso a la autoridad para contratar,cfernandez,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,0,0,spaez,Equipo de hardware,,,,,Normal,Normal
111188,1/5/2023 9:08,JDE PROD - Error en el proceso de flujo de trabajo en segundo plano,vvargas,Urgente,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Cerrado,0,1,jsarango,Equipo de soporte de JDE,,,,,Urgente,Urgente
696723,1/5/2023 14:03,Error en módulo Mantener Horario de Clases,clopez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Correo electrónico,Abierto,1,0,nenriquez,Equipo de Workday,,,,,Normal,Normal
695950,1/6/2023 14:56,Desaceleración de JDE PROD el 21 de mayo de 2019,vmorales,Alta,Departamento Técnico Interno,Pedido,Web,Resuelto,0,0,rmorillo,Equipo de Salesforce,,,,,Alta,Alta
695850,1/9/2023 10:45,No puedo conectarme al VPN,jperez,Baja,Departamento Técnico Interno,Incidente / Problema,Correo electrónico,Cerrado,0,0,mjacome,Equipo de hardware,,,,,,Baja
695650,1/9/2023 12:14,Palo Alto bloquea el acceso a internet del usuario,jfernandez,Alta,Departamento de soporte de SAP JDE,Pedido,Web,Cerrado,0,1,rmorillo,BPM - Equipo de soporte de ProcessMaker,,,,,Alta,Alta
695863,1/9/2023 14:36,Excel a CI,lvargas,Normal,Departamento de soporte de SAP JDE,Pedido,Correo electrónico,Abierto,1,1,msandoval,Equipo de AWS,,,,,Normal,Normal
696358,1/9/2023 16:13,Carga lenta de SAP 10 de enero de 2020,vgomez,Alta,Departamento Técnico Interno,Pedido,Correo electrónico,Abierto,1,0,jsarango,Equipo de Workday,,,,,Alta,Alta
111462,1/11/2023 10:23,las pruebas no funcionan,avargas,Normal,Departamento Técnico Interno,Incidente / Problema,Web,Abierto,1,0,rmorillo,Equipo de mesa de ayuda,,,,,Normal,Normal
695523,1/11/2023 11:13,Campos incompletos de Excel a CI,vmartinez,Normal,Departamento de soporte de SAP JDE,Incidente / Problema,Web,Abierto,1,1,jsarango,Equipo de soporte de SAP,,,,,Normal,Normal
